14.210004  -219.885986
14.207970  -151.164429
14.205935  -141.210098
14.203900  -174.157532
14.201866  -158.737564
14.199832  -156.607071
14.197798  -27.732853
14.195763  -52.563713
14.193728  -22.983063
14.191694  -201.500458
14.189660  -72.327217
14.187625  -192.217972
14.185591  -82.138863
14.183557  -228.004410
14.181522  -70.344635
14.179487  -204.213593
14.177453  -100.925568
14.175419  -119.385223
14.173385  -245.647751
14.171350  -94.668846
14.169315  0.625183
14.167281  -203.813843
14.165247  -104.382813
14.163213  -90.268356
14.161178  -214.600540
14.159143  -158.499924
14.157109  -191.344086
14.155075  -146.976273
14.153040  -85.855675
14.151006  -148.108948
14.148972  -272.102264
14.146937  -91.361450
14.144902  -236.581940
14.142868  -19.690159
14.140834  -152.407745
14.138800  -112.807205
14.136765  -132.143356
14.134730  -161.604156
14.132696  -137.202301
14.130662  -157.738571
14.128627  -199.361191
14.126593  -88.897964
14.124558  -160.647980
14.122524  -155.647812
14.120490  -121.672722
14.118455  -202.692719
14.116421  -89.226334
14.114387  -39.530415
14.112352  -71.837433
14.110317  -84.212379
14.108283  -86.281784
14.106249  -76.344116
14.104215  -181.058167
14.102180  -189.950226
14.100145  -184.488998
14.098111  -113.126335
14.096077  -95.950279
14.094042  -116.564400
14.092008  -66.401489
14.089973  -120.365768
14.087939  -169.584061
14.085904  -22.401506
14.083870  -59.475075
14.081836  -78.526581
14.079802  -77.611969
14.077767  -127.210358
14.075732  -115.021683
14.073698  -96.832268
14.071664  -172.832047
14.069630  -111.249237
14.067595  -121.076935
14.065560  -78.346405
14.063526  -74.776123
14.061492  -56.607742
14.059457  -191.851944
14.057423  -55.198906
14.055388  -122.183723
14.053354  -139.143112
14.051319  -163.366058
14.049285  -59.914497
14.047251  -235.505890
14.045217  -101.620407
14.043181  -187.566910
14.041147  -78.298370
14.039113  0.547170
14.037079  -87.950714
14.035045  -86.763199
14.033010  -179.429337
14.030975  -108.179520
14.028941  -237.089813
14.026907  -125.953827
14.024872  -102.904739
14.022838  -26.909489
14.020803  -80.158264
14.018769  -145.481033
14.016734  -168.295654
14.014700  -199.740540
14.012666  -181.587524
14.010632  -220.880386
14.008596  -103.823669
14.006562  -51.940929
14.004528  -44.453827
14.002494  -205.238022
14.000459  -16.282209
13.998425  -114.847328
13.996390  -73.064041
13.994356  -99.490601
13.992322  -64.829948
13.990287  -140.522964
13.988253  -99.491608
13.986218  -177.301926
13.984184  -24.961809
13.982149  -94.779236
13.980115  -152.704788
13.978081  -143.105255
13.976047  -69.537468
13.974011  -81.962601
13.971977  -98.251556
13.969943  -89.340477
13.967909  -6.458201
13.965874  -143.651871
13.963840  -123.763290
13.961805  -89.935638
13.959771  -135.315994
13.957736  -209.170273
13.955702  -199.428680
13.953668  47.642181
13.951633  -32.199226
13.949598  43.399647
13.947564  -60.624329
13.945530  -169.381790
13.943496  -115.868591
13.941462  -150.591980
13.939426  -68.085388
13.937392  -156.405228
13.935358  -7.083175
13.933324  -140.284225
13.931289  -42.970242
13.929255  -95.074402
13.927220  -146.867554
13.925186  -66.063942
13.923151  -11.431469
13.921117  -105.544800
13.919083  -109.477760
13.917048  -79.377411
13.915013  -73.495407
13.912979  -135.600296
13.910945  9.303005
13.908911  -63.727184
13.906876  7.665284
13.904841  -36.022072
13.902807  -99.567429
13.900773  21.541504
13.898739  -139.514923
13.896704  -34.850964
13.894670  -102.112282
13.892635  -21.319338
13.890601  7.403594
13.888566  -60.204411
13.886532  3.250863
13.884498  -146.294128
13.882463  -107.660309
13.880428  -147.267685
13.878394  -141.322342
13.876360  -118.612450
13.874326  -137.973083
13.872291  -6.909403
13.870256  -58.959423
13.868222  -17.198042
13.866188  -70.532440
13.864153  -124.547035
13.862119  1.197184
13.860085  -5.479844
13.858050  -73.758713
13.856016  87.499939
13.853981  -90.686371
13.851947  -83.978821
13.849913  31.801027
13.847878  -116.093910
13.845843  -35.042747
13.843809  65.374992
13.841775  40.943020
13.839741  -36.667587
13.837706  -37.981644
13.835671  -60.434940
13.833637  -43.453926
13.831603  72.869659
13.829568  -178.283203
13.827534  -30.578417
13.825500  31.451429
13.823465  -56.561981
13.821430  -49.153683
13.819396  -65.720352
13.817362  -68.673340
13.815328  -65.846062
13.813293  -59.862835
13.811258  80.148521
13.809224  -73.672501
13.807190  -177.335602
13.805156  4.882513
13.803121  -147.111618
13.801086  -81.943390
13.799052  -59.941109
13.797018  -27.313154
13.794983  -60.179619
13.792949  -30.213566
13.790915  -142.613388
13.788880  -74.566788
13.786845  -144.597336
13.784811  -49.659267
13.782777  -80.575455
13.780743  -15.101418
13.778708  25.009113
13.776673  5.332057
13.774639  -102.032944
13.772605  -49.322468
13.770571  79.397301
13.768536  -112.562668
13.766501  -65.209358
13.764467  -27.643990
13.762433  -15.363344
13.760398  -107.601166
13.758364  -58.269924
13.756330  -152.694702
13.754295  5.773797
13.752260  -102.340340
13.750226  -17.385912
13.748192  -108.369850
13.746158  49.512703
13.744123  -133.237213
13.742088  9.900820
13.740054  -58.395367
13.738020  -72.410416
13.735985  76.059013
13.733951  -87.854515
13.731916  -70.673309
13.729882  -58.619198
13.727848  -20.274359
13.725813  -6.472693
13.723779  11.886883
13.721745  -29.223886
13.719710  -128.623016
13.717675  -0.997326
13.715641  22.560530
13.713607  -82.482063
13.711573  5.668264
13.709538  -32.673416
13.707503  -35.533607
13.705469  -134.928696
13.703435  -4.630748
13.701400  -116.648567
13.699366  -6.296702
13.697331  60.219017
13.695297  -81.673630
13.693262  18.386492
13.691228  -50.926975
13.689194  -123.642899
13.687160  -91.671951
13.685125  -8.384095
13.683090  -69.495255
13.681056  19.918303
13.679022  35.072063
13.676988  69.383858
13.674953  -89.315758
13.672918  24.035477
13.670884  -73.414230
13.668850  -51.722679
13.666815  22.730555
13.664781  38.000237
13.662746  -16.890432
13.660712  -23.909195
13.658677  -53.042675
13.656643  -113.235435
13.654609  -32.000050
13.652575  -103.140266
13.650539  -19.756979
13.648505  -23.962715
13.646471  20.076174
13.644437  -65.279518
13.642403  -89.522484
13.640368  -78.539490
13.638333  33.363750
13.636299  2.119041
13.634265  -78.693108
13.632230  -79.733932
13.630196  -26.514397
13.628161  -86.994415
13.626127  -140.262070
13.624092  -29.080896
13.622058  39.278194
13.620024  -45.396149
13.617990  -16.831612
13.615954  26.337740
13.613920  83.188828
13.611886  -12.916081
13.609852  -66.902359
13.607817  -1.610199
13.605783  -50.537479
13.603748  -151.212952
13.601714  -50.786491
13.599680  -37.711090
13.597645  -15.498272
13.595611  17.876503
13.593576  15.176094
13.591542  -55.954121
13.589507  -34.646114
13.587473  -69.236160
13.585439  0.008349
13.583405  -101.815079
13.581369  2.678582
13.579335  -39.036064
13.577301  -2.372723
13.575267  -42.028431
13.573232  -17.080168
13.571198  -84.439812
13.569163  51.010792
13.567129  -68.952293
13.565094  -33.776264
13.563060  -23.098206
13.561026  -97.859215
13.558991  -149.965912
13.556957  -45.271740
13.554922  -36.685322
13.552888  32.047195
13.550854  -59.977577
13.548820  -80.377182
13.546784  -7.176046
13.544750  -62.163567
13.542716  12.920789
13.540682  -17.149982
13.538647  26.912392
13.536613  16.424511
13.534578  -58.904770
13.532544  -91.211868
13.530509  -66.721375
13.528475  16.771795
13.526441  -41.966145
13.524406  61.912544
13.522371  -66.045723
13.520337  -50.737976
13.518303  -63.904381
13.516269  58.695976
13.514235  17.122477
13.512199  -0.647478
13.510165  56.919884
13.508131  -64.687370
13.506097  -105.870804
13.504062  -11.621992
13.502028  -54.789371
13.499993  -99.026993
13.497959  14.500682
13.495924  36.821411
13.493890  -19.046501
13.491856  -58.125744
13.489821  -56.985252
13.487786  -22.364321
13.485752  76.122574
13.483718  7.401506
13.481684  28.979811
13.479649  -34.046146
13.477614  -7.584527
13.475580  96.310143
13.473546  57.310955
13.471512  58.476612
13.469477  7.412104
13.467443  -46.683964
13.465408  32.566719
13.463374  -3.642119
13.461339  3.752119
13.459305  -72.516426
13.457271  49.996662
